produk_id,sku,nama_produk,kategori,harga,stok,supplier,aktif
338,SKU00338,Produk Simulasi 338,Fashion,51306,246,Mitra Dagang,N
339,SKU00339,Produk Simulasi 339,ATK,51443,263,Global Retail,Y
340,SKU00340,Produk Simulasi 340,Makanan,51580,280,Nusantara Supply,Y
341,SKU00341,Produk Simulasi 341,Minuman,51717,297,Cipta Grosir,Y
342,SKU00342,Produk Simulasi 342,Kesehatan,51854,314,Sinar Distribusi,Y
343,SKU00343,Produk Simulasi 343,Hobi,51991,331,Mitra Dagang,Y
344,SKU00344,Produk Simulasi 344,Elektronik,52128,348,Global Retail,Y
345,SKU00345,Produk Simulasi 345,Rumah Tangga,52265,365,Nusantara Supply,Y
346,SKU00346,Produk Simulasi 346,Fashion,52402,382,Cipta Grosir,Y
347,SKU00347,Produk Simulasi 347,ATK,52539,399,Sinar Distribusi,Y
348,SKU00348,Produk Simulasi 348,Makanan,52676,416,Mitra Dagang,Y
349,SKU00349,Produk Simulasi 349,Minuman,52813,433,Global Retail,Y
350,SKU00350,Produk Simulasi 350,Kesehatan,52950,450,Nusantara Supply,Y
351,SKU00351,Produk Simulasi 351,Hobi,53087,467,Cipta Grosir,N
352,SKU00352,Produk Simulasi 352,Elektronik,53224,484,Sinar Distribusi,Y
353,SKU00353,Produk Simulasi 353,Rumah Tangga,53361,1,Mitra Dagang,Y
354,SKU00354,Produk Simulasi 354,Fashion,53498,18,Global Retail,Y
355,SKU00355,Produk Simulasi 355,ATK,53635,35,Nusantara Supply,Y
356,SKU00356,Produk Simulasi 356,Makanan,53772,52,Cipta Grosir,Y
357,SKU00357,Produk Simulasi 357,Minuman,53909,69,Sinar Distribusi,Y
358,SKU00358,Produk Simulasi 358,Kesehatan,54046,86,Mitra Dagang,Y
359,SKU00359,Produk Simulasi 359,Hobi,54183,103,Global Retail,Y
360,SKU00360,Produk Simulasi 360,Elektronik,54320,120,Nusantara Supply,Y
361,SKU00361,Produk Simulasi 361,Rumah Tangga,54457,137,Cipta Grosir,Y
362,SKU00362,Produk Simulasi 362,Fashion,54594,154,Sinar Distribusi,Y
363,SKU00363,Produk Simulasi 363,ATK,54731,171,Mitra Dagang,Y
364,SKU00364,Produk Simulasi 364,Makanan,54868,188,Global Retail,N
365,SKU00365,Produk Simulasi 365,Minuman,55005,205,Nusantara Supply,Y
366,SKU00366,Produk Simulasi 366,Kesehatan,55142,222,Cipta Grosir,Y
367,SKU00367,Produk Simulasi 367,Hobi,55279,239,Sinar Distribusi,Y
368,SKU00368,Produk Simulasi 368,Elektronik,55416,256,Mitra Dagang,Y
369,SKU00369,Produk Simulasi 369,Rumah Tangga,55553,273,Global Retail,Y
370,SKU00370,Produk Simulasi 370,Fashion,55690,290,Nusantara Supply,Y
371,SKU00371,Produk Simulasi 371,ATK,55827,307,Cipta Grosir,Y
372,SKU00372,Produk Simulasi 372,Makanan,55964,324,Sinar Distribusi,Y
373,SKU00373,Produk Simulasi 373,Minuman,56101,341,Mitra Dagang,Y
374,SKU00374,Produk Simulasi 374,Kesehatan,56238,358,Global Retail,Y
375,SKU00375,Produk Simulasi 375,Hobi,56375,375,Nusantara Supply,Y
376,SKU00376,Produk Simulasi 376,Elektronik,56512,392,Cipta Grosir,Y
377,SKU00377,Produk Simulasi 377,Rumah Tangga,56649,409,Sinar Distribusi,N
378,SKU00378,Produk Simulasi 378,Fashion,56786,426,Mitra Dagang,Y
379,SKU00379,Produk Simulasi 379,ATK,56923,443,Global Retail,Y
380,SKU00380,Produk Simulasi 380,Makanan,57060,460,Nusantara Supply,Y
381,SKU00381,Produk Simulasi 381,Minuman,57197,477,Cipta Grosir,Y
382,SKU00382,Produk Simulasi 382,Kesehatan,57334,494,Sinar Distribusi,Y
383,SKU00383,Produk Simulasi 383,Hobi,57471,11,Mitra Dagang,Y
384,SKU00384,Produk Simulasi 384,Elektronik,57608,28,Global Retail,Y
385,SKU00385,Produk Simulasi 385,Rumah Tangga,57745,45,Nusantara Supply,Y
386,SKU00386,Produk Simulasi 386,Fashion,57882,62,Cipta Grosir,Y
387,SKU00387,Produk Simulasi 387,ATK,58019,79,Sinar Distribusi,Y
388,SKU00388,Produk Simulasi 388,Makanan,58156,96,Mitra Dagang,Y
389,SKU00389,Produk Simulasi 389,Minuman,58293,113,Global Retail,Y
390,SKU00390,Produk Simulasi 390,Kesehatan,58430,130,Nusantara Supply,N
391,SKU00391,Produk Simulasi 391,Hobi,58567,147,Cipta Grosir,Y
392,SKU00392,Produk Simulasi 392,Elektronik,58704,164,Sinar Distribusi,Y
393,SKU00393,Produk Simulasi 393,Rumah Tangga,58841,181,Mitra Dagang,Y
394,SKU00394,Produk Simulasi 394,Fashion,58978,198,Global Retail,Y
395,SKU00395,Produk Simulasi 395,ATK,59115,215,Nusantara Supply,Y
396,SKU00396,Produk Simulasi 396,Makanan,59252,232,Cipta Grosir,Y
397,SKU00397,Produk Simulasi 397,Minuman,59389,249,Sinar Distribusi,Y
398,SKU00398,Produk Simulasi 398,Kesehatan,59526,266,Mitra Dagang,Y
399,SKU00399,Produk Simulasi 399,Hobi,59663,283,Global Retail,Y
400,SKU00400,Produk Simulasi 400,Elektronik,59800,300,Nusantara Supply,Y
401,SKU00401,Produk Simulasi 401,Rumah Tangga,59937,317,Cipta Grosir,Y
402,SKU00402,Produk Simulasi 402,Fashion,60074,334,Sinar Distribusi,Y
403,SKU00403,Produk Simulasi 403,ATK,60211,351,Mitra Dagang,N
404,SKU00404,Produk Simulasi 404,Makanan,60348,368,Global Retail,Y
405,SKU00405,Produk Simulasi 405,Minuman,60485,385,Nusantara Supply,Y
406,SKU00406,Produk Simulasi 406,Kesehatan,60622,402,Cipta Grosir,Y
407,SKU00407,Produk Simulasi 407,Hobi,60759,419,Sinar Distribusi,Y
408,SKU00408,Produk Simulasi 408,Elektronik,60896,436,Mitra Dagang,Y
409,SKU00409,Produk Simulasi 409,Rumah Tangga,61033,453,Global Retail,Y
410,SKU00410,Produk Simulasi 410,Fashion,61170,470,Nusantara Supply,Y
411,SKU00411,Produk Simulasi 411,ATK,61307,487,Cipta Grosir,Y
412,SKU00412,Produk Simulasi 412,Makanan,61444,4,Sinar Distribusi,Y
413,SKU00413,Produk Simulasi 413,Minuman,61581,21,Mitra Dagang,Y
414,SKU00414,Produk Simulasi 414,Kesehatan,61718,38,Global Retail,Y
415,SKU00415,Produk Simulasi 415,Hobi,61855,55,Nusantara Supply,Y
416,SKU00416,Produk Simulasi 416,Elektronik,61992,72,Cipta Grosir,N
417,SKU00417,Produk Simulasi 417,Rumah Tangga,62129,89,Sinar Distribusi,Y
418,SKU00418,Produk Simulasi 418,Fashion,62266,106,Mitra Dagang,Y
419,SKU00419,Produk Simulasi 419,ATK,62403,123,Global Retail,Y
420,SKU00420,Produk Simulasi 420,Makanan,62540,140,Nusantara Supply,Y
421,SKU00421,Produk Simulasi 421,Minuman,62677,157,Cipta Grosir,Y
422,SKU00422,Produk Simulasi 422,Kesehatan,62814,174,Sinar Distribusi,Y
423,SKU00423,Produk Simulasi 423,Hobi,62951,191,Mitra Dagang,Y
424,SKU00424,Produk Simulasi 424,Elektronik,63088,208,Global Retail,Y
425,SKU00425,Produk Simulasi 425,Rumah Tangga,63225,225,Nusantara Supply,Y
426,SKU00426,Produk Simulasi 426,Fashion,63362,242,Cipta Grosir,Y
427,SKU00427,Produk Simulasi 427,ATK,63499,259,Sinar Distribusi,Y
428,SKU00428,Produk Simulasi 428,Makanan,63636,276,Mitra Dagang,Y
429,SKU00429,Produk Simulasi 429,Minuman,63773,293,Global Retail,N
430,SKU00430,Produk Simulasi 430,Kesehatan,63910,310,Nusantara Supply,Y
431,SKU00431,Produk Simulasi 431,Hobi,64047,327,Cipta Grosir,Y
432,SKU00432,Produk Simulasi 432,Elektronik,64184,344,Sinar Distribusi,Y
433,SKU00433,Produk Simulasi 433,Rumah Tangga,64321,361,Mitra Dagang,Y
434,SKU00434,Produk Simulasi 434,Fashion,64458,378,Global Retail,Y
435,SKU00435,Produk Simulasi 435,ATK,64595,395,Nusantara Supply,Y
436,SKU00436,Produk Simulasi 436,Makanan,64732,412,Cipta Grosir,Y
437,SKU00437,Produk Simulasi 437,Minuman,64869,429,Sinar Distribusi,Y
438,SKU00438,Produk Simulasi 438,Kesehatan,65006,446,Mitra Dagang,Y
439,SKU00439,Produk Simulasi 439,Hobi,65143,463,Global Retail,Y
440,SKU00440,Produk Simulasi 440,Elektronik,65280,480,Nusantara Supply,Y
441,SKU00441,Produk Simulasi 441,Rumah Tangga,65417,497,Cipta Grosir,Y
442,SKU00442,Produk Simulasi 442,Fashion,65554,14,Sinar Distribusi,N
443,SKU00443,Produk Simulasi 443,ATK,65691,31,Mitra Dagang,Y
444,SKU00444,Produk Simulasi 444,Makanan,65828,48,Global Retail,Y
445,SKU00445,Produk Simulasi 445,Minuman,65965,65,Nusantara Supply,Y
446,SKU00446,Produk Simulasi 446,Kesehatan,66102,82,Cipta Grosir,Y
447,SKU00447,Produk Simulasi 447,Hobi,66239,99,Sinar Distribusi,Y
448,SKU00448,Produk Simulasi 448,Elektronik,66376,116,Mitra Dagang,Y
449,SKU00449,Produk Simulasi 449,Rumah Tangga,66513,133,Global Retail,Y
450,SKU00450,Produk Simulasi 450,Fashion,66650,150,Nusantara Supply,Y
451,SKU00451,Produk Simulasi 451,ATK,66787,167,Cipta Grosir,Y
452,SKU00452,Produk Simulasi 452,Makanan,66924,184,Sinar Distribusi,Y
453,SKU00453,Produk Simulasi 453,Minuman,67061,201,Mitra Dagang,Y
454,SKU00454,Produk Simulasi 454,Kesehatan,67198,218,Global Retail,Y
455,SKU00455,Produk Simulasi 455,Hobi,67335,235,Nusantara Supply,N
456,SKU00456,Produk Simulasi 456,Elektronik,67472,252,Cipta Grosir,Y
457,SKU00457,Produk Simulasi 457,Rumah Tangga,67609,269,Sinar Distribusi,Y
458,SKU00458,Produk Simulasi 458,Fashion,67746,286,Mitra Dagang,Y
459,SKU00459,Produk Simulasi 459,ATK,67883,303,Global Retail,Y
460,SKU00460,Produk Simulasi 460,Makanan,68020,320,Nusantara Supply,Y
461,SKU00461,Produk Simulasi 461,Minuman,68157,337,Cipta Grosir,Y
462,SKU00462,Produk Simulasi 462,Kesehatan,68294,354,Sinar Distribusi,Y
463,SKU00463,Produk Simulasi 463,Hobi,68431,371,Mitra Dagang,Y
464,SKU00464,Produk Simulasi 464,Elektronik,68568,388,Global Retail,Y
465,SKU00465,Produk Simulasi 465,Rumah Tangga,68705,405,Nusantara Supply,Y
466,SKU00466,Produk Simulasi 466,Fashion,68842,422,Cipta Grosir,Y
467,SKU00467,Produk Simulasi 467,ATK,68979,439,Sinar Distribusi,Y
468,SKU00468,Produk Simulasi 468,Makanan,69116,456,Mitra Dagang,N
469,SKU00469,Produk Simulasi 469,Minuman,69253,473,Global Retail,Y
470,SKU00470,Produk Simulasi 470,Kesehatan,69390,490,Nusantara Supply,Y
471,SKU00471,Produk Simulasi 471,Hobi,69527,7,Cipta Grosir,Y
472,SKU00472,Produk Simulasi 472,Elektronik,69664,24,Sinar Distribusi,Y
473,SKU00473,Produk Simulasi 473,Rumah Tangga,69801,41,Mitra Dagang,Y
474,SKU00474,Produk Simulasi 474,Fashion,69938,58,Global Retail,Y
475,SKU00475,Produk Simulasi 475,ATK,70075,75,Nusantara Supply,Y
476,SKU00476,Produk Simulasi 476,Makanan,70212,92,Cipta Grosir,Y
477,SKU00477,Produk Simulasi 477,Minuman,70349,109,Sinar Distribusi,Y
478,SKU00478,Produk Simulasi 478,Kesehatan,70486,126,Mitra Dagang,Y
479,SKU00479,Produk Simulasi 479,Hobi,70623,143,Global Retail,Y
480,SKU00480,Produk Simulasi 480,Elektronik,70760,160,Nusantara Supply,Y
481,SKU00481,Produk Simulasi 481,Rumah Tangga,70897,177,Cipta Grosir,N
482,SKU00482,Produk Simulasi 482,Fashion,71034,194,Sinar Distribusi,Y
483,SKU00483,Produk Simulasi 483,ATK,71171,211,Mitra Dagang,Y
484,SKU00484,Produk Simulasi 484,Makanan,71308,228,Global Retail,Y
485,SKU00485,Produk Simulasi 485,Minuman,71445,245,Nusantara Supply,Y
486,SKU00486,Produk Simulasi 486,Kesehatan,71582,262,Cipta Grosir,Y
487,SKU00487,Produk Simulasi 487,Hobi,71719,279,Sinar Distribusi,Y
488,SKU00488,Produk Simulasi 488,Elektronik,71856,296,Mitra Dagang,Y
489,SKU00489,Produk Simulasi 489,Rumah Tangga,71993,313,Global Retail,Y
490,SKU00490,Produk Simulasi 490,Fashion,72130,330,Nusantara Supply,Y
491,SKU00491,Produk Simulasi 491,ATK,72267,347,Cipta Grosir,Y
492,SKU00492,Produk Simulasi 492,Makanan,72404,364,Sinar Distribusi,Y
493,SKU00493,Produk Simulasi 493,Minuman,72541,381,Mitra Dagang,Y
494,SKU00494,Produk Simulasi 494,Kesehatan,72678,398,Global Retail,N
495,SKU00495,Produk Simulasi 495,Hobi,72815,415,Nusantara Supply,Y
496,SKU00496,Produk Simulasi 496,Elektronik,72952,432,Cipta Grosir,Y
497,SKU00497,Produk Simulasi 497,Rumah Tangga,73089,449,Sinar Distribusi,Y
498,SKU00498,Produk Simulasi 498,Fashion,73226,466,Mitra Dagang,Y
499,SKU00499,Produk Simulasi 499,ATK,73363,483,Global Retail,Y
500,SKU00500,Produk Simulasi 500,Makanan,73500,0,Nusantara Supply,Y
501,SKU00501,Produk Simulasi 501,Minuman,73637,17,Cipta Grosir,Y
502,SKU00502,Produk Simulasi 502,Kesehatan,73774,34,Sinar Distribusi,Y
503,SKU00503,Produk Simulasi 503,Hobi,73911,51,Mitra Dagang,Y
504,SKU00504,Produk Simulasi 504,Elektronik,74048,68,Global Retail,Y
505,SKU00505,Produk Simulasi 505,Rumah Tangga,74185,85,Nusantara Supply,Y
506,SKU00506,Produk Simulasi 506,Fashion,74322,102,Cipta Grosir,Y
507,SKU00507,Produk Simulasi 507,ATK,74459,119,Sinar Distribusi,N
508,SKU00508,Produk Simulasi 508,Makanan,74596,136,Mitra Dagang,Y
509,SKU00509,Produk Simulasi 509,Minuman,74733,153,Global Retail,Y
510,SKU00510,Produk Simulasi 510,Kesehatan,74870,170,Nusantara Supply,Y
511,SKU00511,Produk Simulasi 511,Hobi,75007,187,Cipta Grosir,Y
512,SKU00512,Produk Simulasi 512,Elektronik,75144,204,Sinar Distribusi,Y
513,SKU00513,Produk Simulasi 513,Rumah Tangga,75281,221,Mitra Dagang,Y
514,SKU00514,Produk Simulasi 514,Fashion,75418,238,Global Retail,Y
515,SKU00515,Produk Simulasi 515,ATK,75555,255,Nusantara Supply,Y
516,SKU00516,Produk Simulasi 516,Makanan,75692,272,Cipta Grosir,Y
517,SKU00517,Produk Simulasi 517,Minuman,75829,289,Sinar Distribusi,Y
518,SKU00518,Produk Simulasi 518,Kesehatan,75966,306,Mitra Dagang,Y
519,SKU00519,Produk Simulasi 519,Hobi,76103,323,Global Retail,Y
520,SKU00520,Produk Simulasi 520,Elektronik,76240,340,Nusantara Supply,N
521,SKU00521,Produk Simulasi 521,Rumah Tangga,76377,357,Cipta Grosir,Y
522,SKU00522,Produk Simulasi 522,Fashion,76514,374,Sinar Distribusi,Y
523,SKU00523,Produk Simulasi 523,ATK,76651,391,Mitra Dagang,Y
524,SKU00524,Produk Simulasi 524,Makanan,76788,408,Global Retail,Y
525,SKU00525,Produk Simulasi 525,Minuman,76925,425,Nusantara Supply,Y
526,SKU00526,Produk Simulasi 526,Kesehatan,77062,442,Cipta Grosir,Y
527,SKU00527,Produk Simulasi 527,Hobi,77199,459,Sinar Distribusi,Y
528,SKU00528,Produk Simulasi 528,Elektronik,77336,476,Mitra Dagang,Y
529,SKU00529,Produk Simulasi 529,Rumah Tangga,77473,493,Global Retail,Y
530,SKU00530,Produk Simulasi 530,Fashion,77610,10,Nusantara Supply,Y
531,SKU00531,Produk Simulasi 531,ATK,77747,27,Cipta Grosir,Y
532,SKU00532,Produk Simulasi 532,Makanan,77884,44,Sinar Distribusi,Y
533,SKU00533,Produk Simulasi 533,Minuman,78021,61,Mitra Dagang,N
534,SKU00534,Produk Simulasi 534,Kesehatan,78158,78,Global Retail,Y
535,SKU00535,Produk Simulasi 535,Hobi,78295,95,Nusantara Supply,Y
536,SKU00536,Produk Simulasi 536,Elektronik,78432,112,Cipta Grosir,Y
537,SKU00537,Produk Simulasi 537,Rumah Tangga,78569,129,Sinar Distribusi,Y
538,SKU00538,Produk Simulasi 538,Fashion,78706,146,Mitra Dagang,Y
539,SKU00539,Produk Simulasi 539,ATK,78843,163,Global Retail,Y
540,SKU00540,Produk Simulasi 540,Makanan,78980,180,Nusantara Supply,Y
541,SKU00541,Produk Simulasi 541,Minuman,79117,197,Cipta Grosir,Y
542,SKU00542,Produk Simulasi 542,Kesehatan,79254,214,Sinar Distribusi,Y
543,SKU00543,Produk Simulasi 543,Hobi,79391,231,Mitra Dagang,Y
544,SKU00544,Produk Simulasi 544,Elektronik,79528,248,Global Retail,Y
545,SKU00545,Produk Simulasi 545,Rumah Tangga,79665,265,Nusantara Supply,Y
546,SKU00546,Produk Simulasi 546,Fashion,79802,282,Cipta Grosir,N
547,SKU00547,Produk Simulasi 547,ATK,79939,299,Sinar Distribusi,Y
548,SKU00548,Produk Simulasi 548,Makanan,80076,316,Mitra Dagang,Y
549,SKU00549,Produk Simulasi 549,Minuman,80213,333,Global Retail,Y
550,SKU00550,Produk Simulasi 550,Kesehatan,80350,350,Nusantara Supply,Y
551,SKU00551,Produk Simulasi 551,Hobi,80487,367,Cipta Grosir,Y
552,SKU00552,Produk Simulasi 552,Elektronik,80624,384,Sinar Distribusi,Y
553,SKU00553,Produk Simulasi 553,Rumah Tangga,80761,401,Mitra Dagang,Y
554,SKU00554,Produk Simulasi 554,Fashion,80898,418,Global Retail,Y
555,SKU00555,Produk Simulasi 555,ATK,81035,435,Nusantara Supply,Y
556,SKU00556,Produk Simulasi 556,Makanan,81172,452,Cipta Grosir,Y
557,SKU00557,Produk Simulasi 557,Minuman,81309,469,Sinar Distribusi,Y
558,SKU00558,Produk Simulasi 558,Kesehatan,81446,486,Mitra Dagang,Y
559,SKU00559,Produk Simulasi 559,Hobi,81583,3,Global Retail,N
560,SKU00560,Produk Simulasi 560,Elektronik,81720,20,Nusantara Supply,Y
561,SKU00561,Produk Simulasi 561,Rumah Tangga,81857,37,Cipta Grosir,Y
562,SKU00562,Produk Simulasi 562,Fashion,81994,54,Sinar Distribusi,Y
563,SKU00563,Produk Simulasi 563,ATK,82131,71,Mitra Dagang,Y
564,SKU00564,Produk Simulasi 564,Makanan,82268,88,Global Retail,Y
565,SKU00565,Produk Simulasi 565,Minuman,82405,105,Nusantara Supply,Y
566,SKU00566,Produk Simulasi 566,Kesehatan,82542,122,Cipta Grosir,Y
567,SKU00567,Produk Simulasi 567,Hobi,82679,139,Sinar Distribusi,Y
568,SKU00568,Produk Simulasi 568,Elektronik,82816,156,Mitra Dagang,Y
569,SKU00569,Produk Simulasi 569,Rumah Tangga,82953,173,Global Retail,Y
570,SKU00570,Produk Simulasi 570,Fashion,83090,190,Nusantara Supply,Y
571,SKU00571,Produk Simulasi 571,ATK,83227,207,Cipta Grosir,Y
572,SKU00572,Produk Simulasi 572,Makanan,83364,224,Sinar Distribusi,N
573,SKU00573,Produk Simulasi 573,Minuman,83501,241,Mitra Dagang,Y
574,SKU00574,Produk Simulasi 574,Kesehatan,83638,258,Global Retail,Y
575,SKU00575,Produk Simulasi 575,Hobi,83775,275,Nusantara Supply,Y
576,SKU00576,Produk Simulasi 576,Elektronik,83912,292,Cipta Grosir,Y
577,SKU00577,Produk Simulasi 577,Rumah Tangga,84049,309,Sinar Distribusi,Y
578,SKU00578,Produk Simulasi 578,Fashion,84186,326,Mitra Dagang,Y
579,SKU00579,Produk Simulasi 579,ATK,84323,343,Global Retail,Y
580,SKU00580,Produk Simulasi 580,Makanan,84460,360,Nusantara Supply,Y
581,SKU00581,Produk Simulasi 581,Minuman,84597,377,Cipta Grosir,Y
582,SKU00582,Produk Simulasi 582,Kesehatan,84734,394,Sinar Distribusi,Y
583,SKU00583,Produk Simulasi 583,Hobi,84871,411,Mitra Dagang,Y
584,SKU00584,Produk Simulasi 584,Elektronik,85008,428,Global Retail,Y
585,SKU00585,Produk Simulasi 585,Rumah Tangga,85145,445,Nusantara Supply,N
586,SKU00586,Produk Simulasi 586,Fashion,85282,462,Cipta Grosir,Y
587,SKU00587,Produk Simulasi 587,ATK,85419,479,Sinar Distribusi,Y
588,SKU00588,Produk Simulasi 588,Makanan,85556,496,Mitra Dagang,Y
589,SKU00589,Produk Simulasi 589,Minuman,85693,13,Global Retail,Y
590,SKU00590,Produk Simulasi 590,Kesehatan,85830,30,Nusantara Supply,Y
591,SKU00591,Produk Simulasi 591,Hobi,85967,47,Cipta Grosir,Y
592,SKU00592,Produk Simulasi 592,Elektronik,86104,64,Sinar Distribusi,Y
593,SKU00593,Produk Simulasi 593,Rumah Tangga,86241,81,Mitra Dagang,Y
594,SKU00594,Produk Simulasi 594,Fashion,86378,98,Global Retail,Y
595,SKU00595,Produk Simulasi 595,ATK,86515,115,Nusantara Supply,Y
596,SKU00596,Produk Simulasi 596,Makanan,86652,132,Cipta Grosir,Y
597,SKU00597,Produk Simulasi 597,Minuman,86789,149,Sinar Distribusi,Y
598,SKU00598,Produk Simulasi 598,Kesehatan,86926,166,Mitra Dagang,N
599,SKU00599,Produk Simulasi 599,Hobi,87063,183,Global Retail,Y
600,SKU00600,Produk Simulasi 600,Elektronik,87200,200,Nusantara Supply,Y
601,SKU00601,Produk Simulasi 601,Rumah Tangga,87337,217,Cipta Grosir,Y
602,SKU00602,Produk Simulasi 602,Fashion,87474,234,Sinar Distribusi,Y
603,SKU00603,Produk Simulasi 603,ATK,87611,251,Mitra Dagang,Y
604,SKU00604,Produk Simulasi 604,Makanan,87748,268,Global Retail,Y
605,SKU00605,Produk Simulasi 605,Minuman,87885,285,Nusantara Supply,Y
606,SKU00606,Produk Simulasi 606,Kesehatan,88022,302,Cipta Grosir,Y
607,SKU00607,Produk Simulasi 607,Hobi,88159,319,Sinar Distribusi,Y
608,SKU00608,Produk Simulasi 608,Elektronik,88296,336,Mitra Dagang,Y
609,SKU00609,Produk Simulasi 609,Rumah Tangga,88433,353,Global Retail,Y
610,SKU00610,Produk Simulasi 610,Fashion,88570,370,Nusantara Supply,Y
611,SKU00611,Produk Simulasi 611,ATK,88707,387,Cipta Grosir,N
612,SKU00612,Produk Simulasi 612,Makanan,88844,404,Sinar Distribusi,Y
613,SKU00613,Produk Simulasi 613,Minuman,88981,421,Mitra Dagang,Y
614,SKU00614,Produk Simulasi 614,Kesehatan,89118,438,Global Retail,Y
615,SKU00615,Produk Simulasi 615,Hobi,89255,455,Nusantara Supply,Y
616,SKU00616,Produk Simulasi 616,Elektronik,89392,472,Cipta Grosir,Y
617,SKU00617,Produk Simulasi 617,Rumah Tangga,89529,489,Sinar Distribusi,Y
618,SKU00618,Produk Simulasi 618,Fashion,89666,6,Mitra Dagang,Y
619,SKU00619,Produk Simulasi 619,ATK,89803,23,Global Retail,Y
620,SKU00620,Produk Simulasi 620,Makanan,89940,40,Nusantara Supply,Y
621,SKU00621,Produk Simulasi 621,Minuman,90077,57,Cipta Grosir,Y
622,SKU00622,Produk Simulasi 622,Kesehatan,90214,74,Sinar Distribusi,Y
623,SKU00623,Produk Simulasi 623,Hobi,90351,91,Mitra Dagang,Y
624,SKU00624,Produk Simulasi 624,Elektronik,90488,108,Global Retail,N
625,SKU00625,Produk Simulasi 625,Rumah Tangga,90625,125,Nusantara Supply,Y
626,SKU00626,Produk Simulasi 626,Fashion,90762,142,Cipta Grosir,Y
627,SKU00627,Produk Simulasi 627,ATK,90899,159,Sinar Distribusi,Y
628,SKU00628,Produk Simulasi 628,Makanan,91036,176,Mitra Dagang,Y
629,SKU00629,Produk Simulasi 629,Minuman,91173,193,Global Retail,Y
630,SKU00630,Produk Simulasi 630,Kesehatan,91310,210,Nusantara Supply,Y
631,SKU00631,Produk Simulasi 631,Hobi,91447,227,Cipta Grosir,Y
632,SKU00632,Produk Simulasi 632,Elektronik,91584,244,Sinar Distribusi,Y
633,SKU00633,Produk Simulasi 633,Rumah Tangga,91721,261,Mitra Dagang,Y
634,SKU00634,Produk Simulasi 634,Fashion,91858,278,Global Retail,Y
635,SKU00635,Produk Simulasi 635,ATK,91995,295,Nusantara Supply,Y
636,SKU00636,Produk Simulasi 636,Makanan,92132,312,Cipta Grosir,Y
637,SKU00637,Produk Simulasi 637,Minuman,92269,329,Sinar Distribusi,N
638,SKU00638,Produk Simulasi 638,Kesehatan,92406,346,Mitra Dagang,Y
639,SKU00639,Produk Simulasi 639,Hobi,92543,363,Global Retail,Y
640,SKU00640,Produk Simulasi 640,Elektronik,92680,380,Nusantara Supply,Y
641,SKU00641,Produk Simulasi 641,Rumah Tangga,92817,397,Cipta Grosir,Y
642,SKU00642,Produk Simulasi 642,Fashion,92954,414,Sinar Distribusi,Y
643,SKU00643,Produk Simulasi 643,ATK,93091,431,Mitra Dagang,Y
644,SKU00644,Produk Simulasi 644,Makanan,93228,448,Global Retail,Y
645,SKU00645,Produk Simulasi 645,Minuman,93365,465,Nusantara Supply,Y
646,SKU00646,Produk Simulasi 646,Kesehatan,93502,482,Cipta Grosir,Y
647,SKU00647,Produk Simulasi 647,Hobi,93639,499,Sinar Distribusi,Y
648,SKU00648,Produk Simulasi 648,Elektronik,93776,16,Mitra Dagang,Y
649,SKU00649,Produk Simulasi 649,Rumah Tangga,93913,33,Global Retail,Y
650,SKU00650,Produk Simulasi 650,Fashion,94050,50,Nusantara Supply,N
651,SKU00651,Produk Simulasi 651,ATK,94187,67,Cipta Grosir,Y
652,SKU00652,Produk Simulasi 652,Makanan,94324,84,Sinar Distribusi,Y
653,SKU00653,Produk Simulasi 653,Minuman,94461,101,Mitra Dagang,Y
654,SKU00654,Produk Simulasi 654,Kesehatan,94598,118,Global Retail,Y
655,SKU00655,Produk Simulasi 655,Hobi,94735,135,Nusantara Supply,Y
656,SKU00656,Produk Simulasi 656,Elektronik,94872,152,Cipta Grosir,Y
657,SKU00657,Produk Simulasi 657,Rumah Tangga,95009,169,Sinar Distribusi,Y
658,SKU00658,Produk Simulasi 658,Fashion,95146,186,Mitra Dagang,Y
659,SKU00659,Produk Simulasi 659,ATK,95283,203,Global Retail,Y
660,SKU00660,Produk Simulasi 660,Makanan,95420,220,Nusantara Supply,Y
661,SKU00661,Produk Simulasi 661,Minuman,95557,237,Cipta Grosir,Y
662,SKU00662,Produk Simulasi 662,Kesehatan,95694,254,Sinar Distribusi,Y
663,SKU00663,Produk Simulasi 663,Hobi,95831,271,Mitra Dagang,N
664,SKU00664,Produk Simulasi 664,Elektronik,95968,288,Global Retail,Y
665,SKU00665,Produk Simulasi 665,Rumah Tangga,96105,305,Nusantara Supply,Y
666,SKU00666,Produk Simulasi 666,Fashion,96242,322,Cipta Grosir,Y
667,SKU00667,Produk Simulasi 667,ATK,96379,339,Sinar Distribusi,Y
668,SKU00668,Produk Simulasi 668,Makanan,96516,356,Mitra Dagang,Y
669,SKU00669,Produk Simulasi 669,Minuman,96653,373,Global Retail,Y
670,SKU00670,Produk Simulasi 670,Kesehatan,96790,390,Nusantara Supply,Y
671,SKU00671,Produk Simulasi 671,Hobi,96927,407,Cipta Grosir,Y
672,SKU00672,Produk Simulasi 672,Elektronik,97064,424,Sinar Distribusi,Y
673,SKU00673,Produk Simulasi 673,Rumah Tangga,97201,441,Mitra Dagang,Y
674,SKU00674,Produk Simulasi 674,Fashion,97338,458,Global Retail,Y
675,SKU00675,Produk Simulasi 675,ATK,97475,475,Nusantara Supply,Y
