pelanggan_id,nama,kota,level,tanggal_daftar,email_opt_in
437,Pelanggan 0437,Denpasar,Silver,2025-03-13,Y
438,Pelanggan 0438,Palembang,Gold,2025-03-14,Y
439,Pelanggan 0439,Balikpapan,Platinum,2025-03-15,Y
440,Pelanggan 0440,Jakarta,Bronze,2025-03-16,N
441,Pelanggan 0441,Bandung,Silver,2025-03-17,Y
442,Pelanggan 0442,Surabaya,Gold,2025-03-18,Y
443,Pelanggan 0443,Medan,Platinum,2025-03-19,Y
444,Pelanggan 0444,Makassar,Bronze,2025-03-20,N
445,Pelanggan 0445,Semarang,Silver,2025-03-21,Y
446,Pelanggan 0446,Yogyakarta,Gold,2025-03-22,Y
447,Pelanggan 0447,Denpasar,Platinum,2025-03-23,Y
448,Pelanggan 0448,Palembang,Bronze,2025-03-24,N
449,Pelanggan 0449,Balikpapan,Silver,2025-03-25,Y
450,Pelanggan 0450,Jakarta,Gold,2025-03-26,Y
451,Pelanggan 0451,Bandung,Platinum,2025-03-27,Y
452,Pelanggan 0452,Surabaya,Bronze,2025-03-28,N
453,Pelanggan 0453,Medan,Silver,2025-03-29,Y
454,Pelanggan 0454,Makassar,Gold,2025-03-30,Y
455,Pelanggan 0455,Semarang,Platinum,2025-03-31,Y
456,Pelanggan 0456,Yogyakarta,Bronze,2025-04-01,N
457,Pelanggan 0457,Denpasar,Silver,2025-04-02,Y
458,Pelanggan 0458,Palembang,Gold,2025-04-03,Y
459,Pelanggan 0459,Balikpapan,Platinum,2025-04-04,Y
460,Pelanggan 0460,Jakarta,Bronze,2025-04-05,N
461,Pelanggan 0461,Bandung,Silver,2025-04-06,Y
462,Pelanggan 0462,Surabaya,Gold,2025-04-07,Y
463,Pelanggan 0463,Medan,Platinum,2025-04-08,Y
464,Pelanggan 0464,Makassar,Bronze,2025-04-09,N
465,Pelanggan 0465,Semarang,Silver,2025-04-10,Y
466,Pelanggan 0466,Yogyakarta,Gold,2025-04-11,Y
467,Pelanggan 0467,Denpasar,Platinum,2025-04-12,Y
468,Pelanggan 0468,Palembang,Bronze,2025-04-13,N
469,Pelanggan 0469,Balikpapan,Silver,2025-04-14,Y
470,Pelanggan 0470,Jakarta,Gold,2025-04-15,Y
471,Pelanggan 0471,Bandung,Platinum,2025-04-16,Y
472,Pelanggan 0472,Surabaya,Bronze,2025-04-17,N
473,Pelanggan 0473,Medan,Silver,2025-04-18,Y
474,Pelanggan 0474,Makassar,Gold,2025-04-19,Y
475,Pelanggan 0475,Semarang,Platinum,2025-04-20,Y
476,Pelanggan 0476,Yogyakarta,Bronze,2025-04-21,N
477,Pelanggan 0477,Denpasar,Silver,2025-04-22,Y
478,Pelanggan 0478,Palembang,Gold,2025-04-23,Y
479,Pelanggan 0479,Balikpapan,Platinum,2025-04-24,Y
480,Pelanggan 0480,Jakarta,Bronze,2025-04-25,N
481,Pelanggan 0481,Bandung,Silver,2025-04-26,Y
482,Pelanggan 0482,Surabaya,Gold,2025-04-27,Y
483,Pelanggan 0483,Medan,Platinum,2025-04-28,Y
484,Pelanggan 0484,Makassar,Bronze,2025-04-29,N
485,Pelanggan 0485,Semarang,Silver,2025-04-30,Y
486,Pelanggan 0486,Yogyakarta,Gold,2025-05-01,Y
487,Pelanggan 0487,Denpasar,Platinum,2025-05-02,Y
488,Pelanggan 0488,Palembang,Bronze,2025-05-03,N
489,Pelanggan 0489,Balikpapan,Silver,2025-05-04,Y
490,Pelanggan 0490,Jakarta,Gold,2025-05-05,Y
491,Pelanggan 0491,Bandung,Platinum,2025-05-06,Y
492,Pelanggan 0492,Surabaya,Bronze,2025-05-07,N
493,Pelanggan 0493,Medan,Silver,2025-05-08,Y
494,Pelanggan 0494,Makassar,Gold,2025-05-09,Y
495,Pelanggan 0495,Semarang,Platinum,2025-05-10,Y
496,Pelanggan 0496,Yogyakarta,Bronze,2025-05-11,N
497,Pelanggan 0497,Denpasar,Silver,2025-05-12,Y
498,Pelanggan 0498,Palembang,Gold,2025-05-13,Y
499,Pelanggan 0499,Balikpapan,Platinum,2025-05-14,Y
500,Pelanggan 0500,Jakarta,Bronze,2025-05-15,N
501,Pelanggan 0501,Bandung,Silver,2025-05-16,Y
502,Pelanggan 0502,Surabaya,Gold,2025-05-17,Y
503,Pelanggan 0503,Medan,Platinum,2025-05-18,Y
504,Pelanggan 0504,Makassar,Bronze,2025-05-19,N
505,Pelanggan 0505,Semarang,Silver,2025-05-20,Y
506,Pelanggan 0506,Yogyakarta,Gold,2025-05-21,Y
507,Pelanggan 0507,Denpasar,Platinum,2025-05-22,Y
508,Pelanggan 0508,Palembang,Bronze,2025-05-23,N
509,Pelanggan 0509,Balikpapan,Silver,2025-05-24,Y
510,Pelanggan 0510,Jakarta,Gold,2025-05-25,Y
511,Pelanggan 0511,Bandung,Platinum,2025-05-26,Y
512,Pelanggan 0512,Surabaya,Bronze,2025-05-27,N
513,Pelanggan 0513,Medan,Silver,2025-05-28,Y
514,Pelanggan 0514,Makassar,Gold,2025-05-29,Y
515,Pelanggan 0515,Semarang,Platinum,2025-05-30,Y
516,Pelanggan 0516,Yogyakarta,Bronze,2025-05-31,N
517,Pelanggan 0517,Denpasar,Silver,2025-06-01,Y
518,Pelanggan 0518,Palembang,Gold,2025-06-02,Y
519,Pelanggan 0519,Balikpapan,Platinum,2025-06-03,Y
520,Pelanggan 0520,Jakarta,Bronze,2025-06-04,N
521,Pelanggan 0521,Bandung,Silver,2025-06-05,Y
522,Pelanggan 0522,Surabaya,Gold,2025-06-06,Y
523,Pelanggan 0523,Medan,Platinum,2025-06-07,Y
524,Pelanggan 0524,Makassar,Bronze,2025-06-08,N
525,Pelanggan 0525,Semarang,Silver,2025-06-09,Y
526,Pelanggan 0526,Yogyakarta,Gold,2025-06-10,Y
527,Pelanggan 0527,Denpasar,Platinum,2025-06-11,Y
528,Pelanggan 0528,Palembang,Bronze,2025-06-12,N
529,Pelanggan 0529,Balikpapan,Silver,2025-06-13,Y
530,Pelanggan 0530,Jakarta,Gold,2025-06-14,Y
531,Pelanggan 0531,Bandung,Platinum,2025-06-15,Y
532,Pelanggan 0532,Surabaya,Bronze,2025-06-16,N
533,Pelanggan 0533,Medan,Silver,2025-06-17,Y
534,Pelanggan 0534,Makassar,Gold,2025-06-18,Y
535,Pelanggan 0535,Semarang,Platinum,2025-06-19,Y
536,Pelanggan 0536,Yogyakarta,Bronze,2025-06-20,N
537,Pelanggan 0537,Denpasar,Silver,2025-06-21,Y
538,Pelanggan 0538,Palembang,Gold,2025-06-22,Y
539,Pelanggan 0539,Balikpapan,Platinum,2025-06-23,Y
540,Pelanggan 0540,Jakarta,Bronze,2025-06-24,N
541,Pelanggan 0541,Bandung,Silver,2025-06-25,Y
542,Pelanggan 0542,Surabaya,Gold,2025-06-26,Y
543,Pelanggan 0543,Medan,Platinum,2025-06-27,Y
544,Pelanggan 0544,Makassar,Bronze,2025-06-28,N
545,Pelanggan 0545,Semarang,Silver,2025-06-29,Y
546,Pelanggan 0546,Yogyakarta,Gold,2025-06-30,Y
547,Pelanggan 0547,Denpasar,Platinum,2025-07-01,Y
548,Pelanggan 0548,Palembang,Bronze,2025-07-02,N
549,Pelanggan 0549,Balikpapan,Silver,2025-07-03,Y
550,Pelanggan 0550,Jakarta,Gold,2025-07-04,Y
551,Pelanggan 0551,Bandung,Platinum,2025-07-05,Y
552,Pelanggan 0552,Surabaya,Bronze,2025-07-06,N
553,Pelanggan 0553,Medan,Silver,2025-07-07,Y
554,Pelanggan 0554,Makassar,Gold,2025-07-08,Y
555,Pelanggan 0555,Semarang,Platinum,2025-07-09,Y
556,Pelanggan 0556,Yogyakarta,Bronze,2025-07-10,N
557,Pelanggan 0557,Denpasar,Silver,2025-07-11,Y
558,Pelanggan 0558,Palembang,Gold,2025-07-12,Y
559,Pelanggan 0559,Balikpapan,Platinum,2025-07-13,Y
560,Pelanggan 0560,Jakarta,Bronze,2025-07-14,N
561,Pelanggan 0561,Bandung,Silver,2025-07-15,Y
562,Pelanggan 0562,Surabaya,Gold,2025-07-16,Y
563,Pelanggan 0563,Medan,Platinum,2025-07-17,Y
564,Pelanggan 0564,Makassar,Bronze,2025-07-18,N
565,Pelanggan 0565,Semarang,Silver,2025-07-19,Y
566,Pelanggan 0566,Yogyakarta,Gold,2025-07-20,Y
567,Pelanggan 0567,Denpasar,Platinum,2025-07-21,Y
568,Pelanggan 0568,Palembang,Bronze,2025-07-22,N
569,Pelanggan 0569,Balikpapan,Silver,2025-07-23,Y
570,Pelanggan 0570,Jakarta,Gold,2025-07-24,Y
571,Pelanggan 0571,Bandung,Platinum,2025-07-25,Y
572,Pelanggan 0572,Surabaya,Bronze,2025-07-26,N
573,Pelanggan 0573,Medan,Silver,2025-07-27,Y
574,Pelanggan 0574,Makassar,Gold,2025-07-28,Y
575,Pelanggan 0575,Semarang,Platinum,2025-07-29,Y
576,Pelanggan 0576,Yogyakarta,Bronze,2025-07-30,N
577,Pelanggan 0577,Denpasar,Silver,2025-07-31,Y
578,Pelanggan 0578,Palembang,Gold,2025-08-01,Y
579,Pelanggan 0579,Balikpapan,Platinum,2025-08-02,Y
580,Pelanggan 0580,Jakarta,Bronze,2025-08-03,N
581,Pelanggan 0581,Bandung,Silver,2025-08-04,Y
582,Pelanggan 0582,Surabaya,Gold,2025-08-05,Y
583,Pelanggan 0583,Medan,Platinum,2025-08-06,Y
584,Pelanggan 0584,Makassar,Bronze,2025-08-07,N
585,Pelanggan 0585,Semarang,Silver,2025-08-08,Y
586,Pelanggan 0586,Yogyakarta,Gold,2025-08-09,Y
587,Pelanggan 0587,Denpasar,Platinum,2025-08-10,Y
588,Pelanggan 0588,Palembang,Bronze,2025-08-11,N
589,Pelanggan 0589,Balikpapan,Silver,2025-08-12,Y
590,Pelanggan 0590,Jakarta,Gold,2025-08-13,Y
591,Pelanggan 0591,Bandung,Platinum,2025-08-14,Y
592,Pelanggan 0592,Surabaya,Bronze,2025-08-15,N
593,Pelanggan 0593,Medan,Silver,2025-08-16,Y
594,Pelanggan 0594,Makassar,Gold,2025-08-17,Y
595,Pelanggan 0595,Semarang,Platinum,2025-08-18,Y
596,Pelanggan 0596,Yogyakarta,Bronze,2025-08-19,N
597,Pelanggan 0597,Denpasar,Silver,2025-08-20,Y
598,Pelanggan 0598,Palembang,Gold,2025-08-21,Y
599,Pelanggan 0599,Balikpapan,Platinum,2025-08-22,Y
600,Pelanggan 0600,Jakarta,Bronze,2025-08-23,N
601,Pelanggan 0601,Bandung,Silver,2025-08-24,Y
602,Pelanggan 0602,Surabaya,Gold,2025-08-25,Y
603,Pelanggan 0603,Medan,Platinum,2025-08-26,Y
604,Pelanggan 0604,Makassar,Bronze,2025-08-27,N
605,Pelanggan 0605,Semarang,Silver,2025-08-28,Y
606,Pelanggan 0606,Yogyakarta,Gold,2025-08-29,Y
607,Pelanggan 0607,Denpasar,Platinum,2025-08-30,Y
608,Pelanggan 0608,Palembang,Bronze,2025-08-31,N
609,Pelanggan 0609,Balikpapan,Silver,2025-09-01,Y
610,Pelanggan 0610,Jakarta,Gold,2025-09-02,Y
611,Pelanggan 0611,Bandung,Platinum,2025-09-03,Y
612,Pelanggan 0612,Surabaya,Bronze,2025-09-04,N
613,Pelanggan 0613,Medan,Silver,2025-09-05,Y
614,Pelanggan 0614,Makassar,Gold,2025-09-06,Y
615,Pelanggan 0615,Semarang,Platinum,2025-09-07,Y
616,Pelanggan 0616,Yogyakarta,Bronze,2025-09-08,N
617,Pelanggan 0617,Denpasar,Silver,2025-09-09,Y
618,Pelanggan 0618,Palembang,Gold,2025-09-10,Y
619,Pelanggan 0619,Balikpapan,Platinum,2025-09-11,Y
620,Pelanggan 0620,Jakarta,Bronze,2025-09-12,N
621,Pelanggan 0621,Bandung,Silver,2025-09-13,Y
622,Pelanggan 0622,Surabaya,Gold,2025-09-14,Y
623,Pelanggan 0623,Medan,Platinum,2025-09-15,Y
624,Pelanggan 0624,Makassar,Bronze,2025-09-16,N
625,Pelanggan 0625,Semarang,Silver,2025-09-17,Y
626,Pelanggan 0626,Yogyakarta,Gold,2025-09-18,Y
627,Pelanggan 0627,Denpasar,Platinum,2025-09-19,Y
628,Pelanggan 0628,Palembang,Bronze,2025-09-20,N
629,Pelanggan 0629,Balikpapan,Silver,2025-09-21,Y
630,Pelanggan 0630,Jakarta,Gold,2025-09-22,Y
631,Pelanggan 0631,Bandung,Platinum,2025-09-23,Y
632,Pelanggan 0632,Surabaya,Bronze,2025-09-24,N
633,Pelanggan 0633,Medan,Silver,2025-09-25,Y
634,Pelanggan 0634,Makassar,Gold,2025-09-26,Y
635,Pelanggan 0635,Semarang,Platinum,2025-09-27,Y
636,Pelanggan 0636,Yogyakarta,Bronze,2025-09-28,N
637,Pelanggan 0637,Denpasar,Silver,2025-09-29,Y
638,Pelanggan 0638,Palembang,Gold,2025-09-30,Y
639,Pelanggan 0639,Balikpapan,Platinum,2025-10-01,Y
640,Pelanggan 0640,Jakarta,Bronze,2025-10-02,N
641,Pelanggan 0641,Bandung,Silver,2025-10-03,Y
642,Pelanggan 0642,Surabaya,Gold,2025-10-04,Y
643,Pelanggan 0643,Medan,Platinum,2025-10-05,Y
644,Pelanggan 0644,Makassar,Bronze,2025-10-06,N
645,Pelanggan 0645,Semarang,Silver,2025-10-07,Y
646,Pelanggan 0646,Yogyakarta,Gold,2025-10-08,Y
647,Pelanggan 0647,Denpasar,Platinum,2025-10-09,Y
648,Pelanggan 0648,Palembang,Bronze,2025-10-10,N
649,Pelanggan 0649,Balikpapan,Silver,2025-10-11,Y
650,Pelanggan 0650,Jakarta,Gold,2025-10-12,Y
651,Pelanggan 0651,Bandung,Platinum,2025-10-13,Y
652,Pelanggan 0652,Surabaya,Bronze,2025-10-14,N
653,Pelanggan 0653,Medan,Silver,2025-10-15,Y
654,Pelanggan 0654,Makassar,Gold,2025-10-16,Y
655,Pelanggan 0655,Semarang,Platinum,2025-10-17,Y
656,Pelanggan 0656,Yogyakarta,Bronze,2025-10-18,N
657,Pelanggan 0657,Denpasar,Silver,2025-10-19,Y
658,Pelanggan 0658,Palembang,Gold,2025-10-20,Y
659,Pelanggan 0659,Balikpapan,Platinum,2025-10-21,Y
660,Pelanggan 0660,Jakarta,Bronze,2025-10-22,N
661,Pelanggan 0661,Bandung,Silver,2025-10-23,Y
662,Pelanggan 0662,Surabaya,Gold,2025-10-24,Y
663,Pelanggan 0663,Medan,Platinum,2025-10-25,Y
664,Pelanggan 0664,Makassar,Bronze,2025-10-26,N
665,Pelanggan 0665,Semarang,Silver,2025-10-27,Y
666,Pelanggan 0666,Yogyakarta,Gold,2025-10-28,Y
667,Pelanggan 0667,Denpasar,Platinum,2025-10-29,Y
668,Pelanggan 0668,Palembang,Bronze,2025-10-30,N
669,Pelanggan 0669,Balikpapan,Silver,2025-10-31,Y
670,Pelanggan 0670,Jakarta,Gold,2025-11-01,Y
671,Pelanggan 0671,Bandung,Platinum,2025-11-02,Y
672,Pelanggan 0672,Surabaya,Bronze,2025-11-03,N
673,Pelanggan 0673,Medan,Silver,2025-11-04,Y
674,Pelanggan 0674,Makassar,Gold,2025-11-05,Y
675,Pelanggan 0675,Semarang,Platinum,2025-11-06,Y
676,Pelanggan 0676,Yogyakarta,Bronze,2025-11-07,N
677,Pelanggan 0677,Denpasar,Silver,2025-11-08,Y
678,Pelanggan 0678,Palembang,Gold,2025-11-09,Y
679,Pelanggan 0679,Balikpapan,Platinum,2025-11-10,Y
680,Pelanggan 0680,Jakarta,Bronze,2025-11-11,N
681,Pelanggan 0681,Bandung,Silver,2025-11-12,Y
682,Pelanggan 0682,Surabaya,Gold,2025-11-13,Y
683,Pelanggan 0683,Medan,Platinum,2025-11-14,Y
684,Pelanggan 0684,Makassar,Bronze,2025-11-15,N
685,Pelanggan 0685,Semarang,Silver,2025-11-16,Y
686,Pelanggan 0686,Yogyakarta,Gold,2025-11-17,Y
687,Pelanggan 0687,Denpasar,Platinum,2025-11-18,Y
688,Pelanggan 0688,Palembang,Bronze,2025-11-19,N
689,Pelanggan 0689,Balikpapan,Silver,2025-11-20,Y
690,Pelanggan 0690,Jakarta,Gold,2025-11-21,Y
691,Pelanggan 0691,Bandung,Platinum,2025-11-22,Y
692,Pelanggan 0692,Surabaya,Bronze,2025-11-23,N
693,Pelanggan 0693,Medan,Silver,2025-11-24,Y
694,Pelanggan 0694,Makassar,Gold,2025-11-25,Y
695,Pelanggan 0695,Semarang,Platinum,2025-11-26,Y
696,Pelanggan 0696,Yogyakarta,Bronze,2025-11-27,N
697,Pelanggan 0697,Denpasar,Silver,2025-11-28,Y
698,Pelanggan 0698,Palembang,Gold,2025-11-29,Y
699,Pelanggan 0699,Balikpapan,Platinum,2025-11-30,Y
700,Pelanggan 0700,Jakarta,Bronze,2025-12-01,N
701,Pelanggan 0701,Bandung,Silver,2025-12-02,Y
702,Pelanggan 0702,Surabaya,Gold,2025-12-03,Y
703,Pelanggan 0703,Medan,Platinum,2025-12-04,Y
704,Pelanggan 0704,Makassar,Bronze,2025-12-05,N
705,Pelanggan 0705,Semarang,Silver,2025-12-06,Y
706,Pelanggan 0706,Yogyakarta,Gold,2025-12-07,Y
707,Pelanggan 0707,Denpasar,Platinum,2025-12-08,Y
708,Pelanggan 0708,Palembang,Bronze,2025-12-09,N
709,Pelanggan 0709,Balikpapan,Silver,2025-12-10,Y
710,Pelanggan 0710,Jakarta,Gold,2025-12-11,Y
711,Pelanggan 0711,Bandung,Platinum,2025-12-12,Y
712,Pelanggan 0712,Surabaya,Bronze,2025-12-13,N
713,Pelanggan 0713,Medan,Silver,2025-12-14,Y
714,Pelanggan 0714,Makassar,Gold,2025-12-15,Y
715,Pelanggan 0715,Semarang,Platinum,2025-12-16,Y
716,Pelanggan 0716,Yogyakarta,Bronze,2025-12-17,N
717,Pelanggan 0717,Denpasar,Silver,2025-12-18,Y
718,Pelanggan 0718,Palembang,Gold,2025-12-19,Y
719,Pelanggan 0719,Balikpapan,Platinum,2025-12-20,Y
720,Pelanggan 0720,Jakarta,Bronze,2025-12-21,N
721,Pelanggan 0721,Bandung,Silver,2025-12-22,Y
722,Pelanggan 0722,Surabaya,Gold,2025-12-23,Y
723,Pelanggan 0723,Medan,Platinum,2025-12-24,Y
724,Pelanggan 0724,Makassar,Bronze,2025-12-25,N
725,Pelanggan 0725,Semarang,Silver,2025-12-26,Y
726,Pelanggan 0726,Yogyakarta,Gold,2025-12-27,Y
727,Pelanggan 0727,Denpasar,Platinum,2025-12-28,Y
728,Pelanggan 0728,Palembang,Bronze,2025-12-29,N
729,Pelanggan 0729,Balikpapan,Silver,2025-12-30,Y
730,Pelanggan 0730,Jakarta,Gold,2024-01-01,Y
731,Pelanggan 0731,Bandung,Platinum,2024-01-02,Y
732,Pelanggan 0732,Surabaya,Bronze,2024-01-03,N
733,Pelanggan 0733,Medan,Silver,2024-01-04,Y
734,Pelanggan 0734,Makassar,Gold,2024-01-05,Y
735,Pelanggan 0735,Semarang,Platinum,2024-01-06,Y
736,Pelanggan 0736,Yogyakarta,Bronze,2024-01-07,N
737,Pelanggan 0737,Denpasar,Silver,2024-01-08,Y
738,Pelanggan 0738,Palembang,Gold,2024-01-09,Y
739,Pelanggan 0739,Balikpapan,Platinum,2024-01-10,Y
740,Pelanggan 0740,Jakarta,Bronze,2024-01-11,N
741,Pelanggan 0741,Bandung,Silver,2024-01-12,Y
742,Pelanggan 0742,Surabaya,Gold,2024-01-13,Y
743,Pelanggan 0743,Medan,Platinum,2024-01-14,Y
744,Pelanggan 0744,Makassar,Bronze,2024-01-15,N
745,Pelanggan 0745,Semarang,Silver,2024-01-16,Y
746,Pelanggan 0746,Yogyakarta,Gold,2024-01-17,Y
747,Pelanggan 0747,Denpasar,Platinum,2024-01-18,Y
748,Pelanggan 0748,Palembang,Bronze,2024-01-19,N
749,Pelanggan 0749,Balikpapan,Silver,2024-01-20,Y
750,Pelanggan 0750,Jakarta,Gold,2024-01-21,Y
751,Pelanggan 0751,Bandung,Platinum,2024-01-22,Y
752,Pelanggan 0752,Surabaya,Bronze,2024-01-23,N
753,Pelanggan 0753,Medan,Silver,2024-01-24,Y
754,Pelanggan 0754,Makassar,Gold,2024-01-25,Y
755,Pelanggan 0755,Semarang,Platinum,2024-01-26,Y
756,Pelanggan 0756,Yogyakarta,Bronze,2024-01-27,N
757,Pelanggan 0757,Denpasar,Silver,2024-01-28,Y
758,Pelanggan 0758,Palembang,Gold,2024-01-29,Y
759,Pelanggan 0759,Balikpapan,Platinum,2024-01-30,Y
760,Pelanggan 0760,Jakarta,Bronze,2024-01-31,N
761,Pelanggan 0761,Bandung,Silver,2024-02-01,Y
762,Pelanggan 0762,Surabaya,Gold,2024-02-02,Y
763,Pelanggan 0763,Medan,Platinum,2024-02-03,Y
764,Pelanggan 0764,Makassar,Bronze,2024-02-04,N
765,Pelanggan 0765,Semarang,Silver,2024-02-05,Y
766,Pelanggan 0766,Yogyakarta,Gold,2024-02-06,Y
767,Pelanggan 0767,Denpasar,Platinum,2024-02-07,Y
768,Pelanggan 0768,Palembang,Bronze,2024-02-08,N
769,Pelanggan 0769,Balikpapan,Silver,2024-02-09,Y
770,Pelanggan 0770,Jakarta,Gold,2024-02-10,Y
771,Pelanggan 0771,Bandung,Platinum,2024-02-11,Y
772,Pelanggan 0772,Surabaya,Bronze,2024-02-12,N
773,Pelanggan 0773,Medan,Silver,2024-02-13,Y
774,Pelanggan 0774,Makassar,Gold,2024-02-14,Y
775,Pelanggan 0775,Semarang,Platinum,2024-02-15,Y
776,Pelanggan 0776,Yogyakarta,Bronze,2024-02-16,N
777,Pelanggan 0777,Denpasar,Silver,2024-02-17,Y
778,Pelanggan 0778,Palembang,Gold,2024-02-18,Y
779,Pelanggan 0779,Balikpapan,Platinum,2024-02-19,Y
780,Pelanggan 0780,Jakarta,Bronze,2024-02-20,N
781,Pelanggan 0781,Bandung,Silver,2024-02-21,Y
782,Pelanggan 0782,Surabaya,Gold,2024-02-22,Y
783,Pelanggan 0783,Medan,Platinum,2024-02-23,Y
784,Pelanggan 0784,Makassar,Bronze,2024-02-24,N
785,Pelanggan 0785,Semarang,Silver,2024-02-25,Y
786,Pelanggan 0786,Yogyakarta,Gold,2024-02-26,Y
787,Pelanggan 0787,Denpasar,Platinum,2024-02-27,Y
788,Pelanggan 0788,Palembang,Bronze,2024-02-28,N
789,Pelanggan 0789,Balikpapan,Silver,2024-02-29,Y
790,Pelanggan 0790,Jakarta,Gold,2024-03-01,Y
791,Pelanggan 0791,Bandung,Platinum,2024-03-02,Y
792,Pelanggan 0792,Surabaya,Bronze,2024-03-03,N
793,Pelanggan 0793,Medan,Silver,2024-03-04,Y
794,Pelanggan 0794,Makassar,Gold,2024-03-05,Y
795,Pelanggan 0795,Semarang,Platinum,2024-03-06,Y
796,Pelanggan 0796,Yogyakarta,Bronze,2024-03-07,N
797,Pelanggan 0797,Denpasar,Silver,2024-03-08,Y
798,Pelanggan 0798,Palembang,Gold,2024-03-09,Y
799,Pelanggan 0799,Balikpapan,Platinum,2024-03-10,Y
800,Pelanggan 0800,Jakarta,Bronze,2024-03-11,N
801,Pelanggan 0801,Bandung,Silver,2024-03-12,Y
802,Pelanggan 0802,Surabaya,Gold,2024-03-13,Y
803,Pelanggan 0803,Medan,Platinum,2024-03-14,Y
804,Pelanggan 0804,Makassar,Bronze,2024-03-15,N
805,Pelanggan 0805,Semarang,Silver,2024-03-16,Y
806,Pelanggan 0806,Yogyakarta,Gold,2024-03-17,Y
807,Pelanggan 0807,Denpasar,Platinum,2024-03-18,Y
808,Pelanggan 0808,Palembang,Bronze,2024-03-19,N
809,Pelanggan 0809,Balikpapan,Silver,2024-03-20,Y
810,Pelanggan 0810,Jakarta,Gold,2024-03-21,Y
811,Pelanggan 0811,Bandung,Platinum,2024-03-22,Y
812,Pelanggan 0812,Surabaya,Bronze,2024-03-23,N
813,Pelanggan 0813,Medan,Silver,2024-03-24,Y
814,Pelanggan 0814,Makassar,Gold,2024-03-25,Y
815,Pelanggan 0815,Semarang,Platinum,2024-03-26,Y
816,Pelanggan 0816,Yogyakarta,Bronze,2024-03-27,N
817,Pelanggan 0817,Denpasar,Silver,2024-03-28,Y
818,Pelanggan 0818,Palembang,Gold,2024-03-29,Y
819,Pelanggan 0819,Balikpapan,Platinum,2024-03-30,Y
820,Pelanggan 0820,Jakarta,Bronze,2024-03-31,N
821,Pelanggan 0821,Bandung,Silver,2024-04-01,Y
822,Pelanggan 0822,Surabaya,Gold,2024-04-02,Y
823,Pelanggan 0823,Medan,Platinum,2024-04-03,Y
824,Pelanggan 0824,Makassar,Bronze,2024-04-04,N
825,Pelanggan 0825,Semarang,Silver,2024-04-05,Y
826,Pelanggan 0826,Yogyakarta,Gold,2024-04-06,Y
827,Pelanggan 0827,Denpasar,Platinum,2024-04-07,Y
828,Pelanggan 0828,Palembang,Bronze,2024-04-08,N
829,Pelanggan 0829,Balikpapan,Silver,2024-04-09,Y
830,Pelanggan 0830,Jakarta,Gold,2024-04-10,Y
831,Pelanggan 0831,Bandung,Platinum,2024-04-11,Y
832,Pelanggan 0832,Surabaya,Bronze,2024-04-12,N
833,Pelanggan 0833,Medan,Silver,2024-04-13,Y
834,Pelanggan 0834,Makassar,Gold,2024-04-14,Y
835,Pelanggan 0835,Semarang,Platinum,2024-04-15,Y
836,Pelanggan 0836,Yogyakarta,Bronze,2024-04-16,N
837,Pelanggan 0837,Denpasar,Silver,2024-04-17,Y
838,Pelanggan 0838,Palembang,Gold,2024-04-18,Y
839,Pelanggan 0839,Balikpapan,Platinum,2024-04-19,Y
840,Pelanggan 0840,Jakarta,Bronze,2024-04-20,N
841,Pelanggan 0841,Bandung,Silver,2024-04-21,Y
842,Pelanggan 0842,Surabaya,Gold,2024-04-22,Y
843,Pelanggan 0843,Medan,Platinum,2024-04-23,Y
844,Pelanggan 0844,Makassar,Bronze,2024-04-24,N
845,Pelanggan 0845,Semarang,Silver,2024-04-25,Y
846,Pelanggan 0846,Yogyakarta,Gold,2024-04-26,Y
847,Pelanggan 0847,Denpasar,Platinum,2024-04-27,Y
848,Pelanggan 0848,Palembang,Bronze,2024-04-28,N
849,Pelanggan 0849,Balikpapan,Silver,2024-04-29,Y
850,Pelanggan 0850,Jakarta,Gold,2024-04-30,Y
851,Pelanggan 0851,Bandung,Platinum,2024-05-01,Y
852,Pelanggan 0852,Surabaya,Bronze,2024-05-02,N
853,Pelanggan 0853,Medan,Silver,2024-05-03,Y
854,Pelanggan 0854,Makassar,Gold,2024-05-04,Y
855,Pelanggan 0855,Semarang,Platinum,2024-05-05,Y
856,Pelanggan 0856,Yogyakarta,Bronze,2024-05-06,N
857,Pelanggan 0857,Denpasar,Silver,2024-05-07,Y
858,Pelanggan 0858,Palembang,Gold,2024-05-08,Y
859,Pelanggan 0859,Balikpapan,Platinum,2024-05-09,Y
860,Pelanggan 0860,Jakarta,Bronze,2024-05-10,N
861,Pelanggan 0861,Bandung,Silver,2024-05-11,Y
862,Pelanggan 0862,Surabaya,Gold,2024-05-12,Y
863,Pelanggan 0863,Medan,Platinum,2024-05-13,Y
864,Pelanggan 0864,Makassar,Bronze,2024-05-14,N
865,Pelanggan 0865,Semarang,Silver,2024-05-15,Y
866,Pelanggan 0866,Yogyakarta,Gold,2024-05-16,Y
867,Pelanggan 0867,Denpasar,Platinum,2024-05-17,Y
868,Pelanggan 0868,Palembang,Bronze,2024-05-18,N
869,Pelanggan 0869,Balikpapan,Silver,2024-05-19,Y
870,Pelanggan 0870,Jakarta,Gold,2024-05-20,Y
871,Pelanggan 0871,Bandung,Platinum,2024-05-21,Y
872,Pelanggan 0872,Surabaya,Bronze,2024-05-22,N
873,Pelanggan 0873,Medan,Silver,2024-05-23,Y
