tanggal,kota,kategori,order_count,gross_sales,discount,net_sales
2026-04-14,Medan,Elektronik,9,1157589,46303,1111286
2026-04-14,Medan,Fashion,6,755220,30208,725012
2026-04-14,Medan,ATK,82,10020564,400822,9619742
2026-04-14,Medan,Makanan,6,755220,30208,725012
2026-04-14,Medan,Kesehatan,8,1021632,40865,980767
2026-04-14,Makassar,Elektronik,12,1543452,61738,1481714
2026-04-14,Makassar,Fashion,9,1132830,45313,1087517
2026-04-14,Makassar,ATK,5,611010,24440,586570
2026-04-14,Makassar,Makanan,9,1132830,45313,1087517
2026-04-14,Makassar,Kesehatan,11,1404744,56189,1348555
2026-04-15,Jakarta,Elektronik,14,1813532,90676,1722856
2026-04-15,Jakarta,Fashion,11,1394657,69732,1324925
2026-04-15,Jakarta,ATK,7,861833,43091,818742
2026-04-15,Jakarta,Makanan,11,1394657,69732,1324925
2026-04-15,Jakarta,Kesehatan,13,1672073,83603,1588470
2026-04-15,Bandung,Elektronik,14,1813532,90676,1722856
2026-04-15,Bandung,Fashion,11,1394657,69732,1324925
2026-04-15,Bandung,ATK,7,861833,43091,818742
2026-04-15,Bandung,Makanan,11,1394657,69732,1324925
2026-04-15,Bandung,Kesehatan,13,1672073,83603,1588470
2026-04-15,Surabaya,Elektronik,15,1943070,97153,1845917
2026-04-15,Surabaya,Fashion,12,1521444,76072,1445372
2026-04-15,Surabaya,ATK,8,984952,49247,935705
2026-04-15,Surabaya,Makanan,12,1521444,76072,1445372
2026-04-15,Surabaya,Kesehatan,14,1800694,90034,1710660
2026-04-15,Medan,Elektronik,12,1554456,77722,1476734
2026-04-15,Medan,Fashion,9,1141083,57054,1084029
2026-04-15,Medan,ATK,5,615595,30779,584816
2026-04-15,Medan,Makanan,9,1141083,57054,1084029
2026-04-15,Medan,Kesehatan,11,1414831,70741,1344090
2026-04-15,Makassar,Elektronik,15,1943070,97153,1845917
2026-04-15,Makassar,Fashion,12,1521444,76072,1445372
2026-04-15,Makassar,ATK,8,984952,49247,935705
2026-04-15,Makassar,Makanan,12,1521444,76072,1445372
2026-04-15,Makassar,Kesehatan,14,1800694,90034,1710660
2026-04-16,Jakarta,Elektronik,17,2217735,133064,2084671
2026-04-16,Jakarta,Fashion,14,1787856,107271,1680585
2026-04-16,Jakarta,ATK,10,1240360,74421,1165939
2026-04-16,Jakarta,Makanan,14,1787856,107271,1680585
2026-04-16,Jakarta,Kesehatan,16,2072608,124356,1948252
2026-04-16,Bandung,Elektronik,17,2217735,133064,2084671
2026-04-16,Bandung,Fashion,14,1787856,107271,1680585
2026-04-16,Bandung,ATK,10,1240360,74421,1165939
2026-04-16,Bandung,Makanan,14,1787856,107271,1680585
2026-04-16,Bandung,Kesehatan,16,2072608,124356,1948252
2026-04-16,Surabaya,Elektronik,18,2348190,140891,2207299
2026-04-16,Surabaya,Fashion,15,1915560,114933,1800627
2026-04-16,Surabaya,ATK,11,1364396,81863,1282533
2026-04-16,Surabaya,Makanan,15,1915560,114933,1800627
2026-04-16,Surabaya,Kesehatan,17,2202146,132128,2070018
2026-04-16,Medan,Elektronik,15,1956825,117409,1839416
2026-04-16,Medan,Fashion,12,1532448,91946,1440502
2026-04-16,Medan,ATK,8,992288,59537,932751
2026-04-16,Medan,Makanan,12,1532448,91946,1440502
2026-04-16,Medan,Kesehatan,14,1813532,108811,1704721
2026-04-16,Makassar,Elektronik,18,2348190,140891,2207299
2026-04-16,Makassar,Fashion,15,1915560,114933,1800627
2026-04-16,Makassar,ATK,11,1364396,81863,1282533
2026-04-16,Makassar,Makanan,15,1915560,114933,1800627
2026-04-16,Makassar,Kesehatan,17,2202146,132128,2070018
2026-04-17,Jakarta,Elektronik,20,2627440,183920,2443520
2026-04-17,Jakarta,Fashion,17,2186557,153058,2033499
2026-04-17,Jakarta,ATK,13,1624389,113707,1510682
2026-04-17,Jakarta,Makanan,17,2186557,153058,2033499
2026-04-17,Jakarta,Kesehatan,19,2478645,173505,2305140
2026-04-17,Bandung,Elektronik,20,2627440,183920,2443520
2026-04-17,Bandung,Fashion,17,2186557,153058,2033499
2026-04-17,Bandung,ATK,13,1624389,113707,1510682
2026-04-17,Bandung,Makanan,17,2186557,153058,2033499
2026-04-17,Bandung,Kesehatan,19,2478645,173505,2305140
2026-04-17,Surabaya,Elektronik,21,2758812,193116,2565696
2026-04-17,Surabaya,Fashion,18,2315178,162062,2153116
2026-04-17,Surabaya,ATK,14,1749342,122453,1626889
2026-04-17,Surabaya,Makanan,18,2315178,162062,2153116
2026-04-17,Surabaya,Kesehatan,20,2609100,182637,2426463
2026-04-17,Medan,Elektronik,18,2364696,165528,2199168
2026-04-17,Medan,Fashion,15,1929315,135052,1794263
2026-04-17,Medan,ATK,11,1374483,96213,1278270
2026-04-17,Medan,Makanan,15,1929315,135052,1794263
2026-04-17,Medan,Kesehatan,17,2217735,155241,2062494
2026-04-17,Makassar,Elektronik,21,2758812,193116,2565696
2026-04-17,Makassar,Fashion,18,2315178,162062,2153116
2026-04-17,Makassar,ATK,14,1749342,122453,1626889
2026-04-17,Makassar,Makanan,18,2315178,162062,2153116
2026-04-17,Makassar,Kesehatan,20,2609100,182637,2426463
2026-04-18,Jakarta,Elektronik,23,3042647,243411,2799236
2026-04-18,Jakarta,Fashion,20,2590760,207260,2383500
2026-04-18,Jakarta,ATK,16,2013920,161113,1852807
2026-04-18,Jakarta,Makanan,20,2590760,207260,2383500
2026-04-18,Jakarta,Kesehatan,22,2890184,231214,2658970
2026-04-18,Bandung,Elektronik,23,3042647,243411,2799236
2026-04-18,Bandung,Fashion,20,2590760,207260,2383500
2026-04-18,Bandung,ATK,16,2013920,161113,1852807
2026-04-18,Bandung,Makanan,20,2590760,207260,2383500
2026-04-18,Bandung,Kesehatan,22,2890184,231214,2658970
2026-04-18,Surabaya,Elektronik,24,3174936,253994,2920942
2026-04-18,Surabaya,Fashion,21,2720298,217623,2502675
2026-04-18,Surabaya,ATK,17,2139790,171183,1968607
2026-04-18,Surabaya,Makanan,21,2720298,217623,2502675
2026-04-18,Surabaya,Kesehatan,23,3021556,241724,2779832
2026-04-18,Medan,Elektronik,21,2778069,222245,2555824
2026-04-18,Medan,Fashion,18,2331684,186534,2145150
2026-04-18,Medan,ATK,14,1762180,140974,1621206
2026-04-18,Medan,Makanan,18,2331684,186534,2145150
2026-04-18,Medan,Kesehatan,20,2627440,210195,2417245
2026-04-18,Makassar,Elektronik,24,3174936,253994,2920942
2026-04-18,Makassar,Fashion,21,2720298,217623,2502675
2026-04-18,Makassar,ATK,17,2139790,171183,1968607
2026-04-18,Makassar,Makanan,21,2720298,217623,2502675
2026-04-18,Makassar,Kesehatan,23,3021556,241724,2779832
2026-04-19,Jakarta,Elektronik,26,3463356,311702,3151654
2026-04-19,Jakarta,Fashion,23,3000465,270041,2730424
2026-04-19,Jakarta,ATK,19,2408953,216805,2192148
2026-04-19,Jakarta,Makanan,23,3000465,270041,2730424
2026-04-19,Jakarta,Kesehatan,25,3307225,297650,3009575
2026-04-19,Bandung,Elektronik,26,3463356,311702,3151654
2026-04-19,Bandung,Fashion,23,3000465,270041,2730424
2026-04-19,Bandung,ATK,19,2408953,216805,2192148
2026-04-19,Bandung,Makanan,23,3000465,270041,2730424
2026-04-19,Bandung,Kesehatan,25,3307225,297650,3009575
2026-04-19,Surabaya,Elektronik,27,3596562,323690,3272872
2026-04-19,Surabaya,Fashion,24,3130920,281782,2849138
2026-04-19,Surabaya,ATK,20,2535740,228216,2307524
2026-04-19,Surabaya,Makanan,24,3130920,281782,2849138
2026-04-19,Surabaya,Kesehatan,26,3439514,309556,3129958
2026-04-19,Medan,Elektronik,24,3196944,287724,2909220
2026-04-19,Medan,Fashion,21,2739555,246559,2492996
2026-04-19,Medan,ATK,17,2155379,193984,1961395
2026-04-19,Medan,Makanan,21,2739555,246559,2492996
2026-04-19,Medan,Kesehatan,23,3042647,273838,2768809
2026-04-19,Makassar,Elektronik,27,3596562,323690,3272872
2026-04-19,Makassar,Fashion,24,3130920,281782,2849138
2026-04-19,Makassar,ATK,20,2535740,228216,2307524
2026-04-19,Makassar,Makanan,24,3130920,281782,2849138
2026-04-19,Makassar,Kesehatan,26,3439514,309556,3129958
2026-04-20,Jakarta,Elektronik,29,3889567,388956,3500611
2026-04-20,Jakarta,Fashion,26,3415672,341567,3074105
2026-04-20,Jakarta,ATK,22,2809488,280948,2528540
2026-04-20,Jakarta,Makanan,26,3415672,341567,3074105
2026-04-20,Jakarta,Kesehatan,28,3729768,372976,3356792
2026-04-20,Bandung,Elektronik,29,3889567,388956,3500611
2026-04-20,Bandung,Fashion,26,3415672,341567,3074105
2026-04-20,Bandung,ATK,22,2809488,280948,2528540
2026-04-20,Bandung,Makanan,26,3415672,341567,3074105
2026-04-20,Bandung,Kesehatan,28,3729768,372976,3356792
2026-04-20,Surabaya,Elektronik,30,4023690,402369,3621321
2026-04-20,Surabaya,Fashion,27,3547044,354704,3192340
2026-04-20,Surabaya,ATK,23,2937192,293719,2643473
2026-04-20,Surabaya,Makanan,27,3547044,354704,3192340
2026-04-20,Surabaya,Kesehatan,29,3862974,386297,3476677
2026-04-20,Medan,Elektronik,27,3621321,362132,3259189
2026-04-20,Medan,Fashion,24,3152928,315292,2837636
2026-04-20,Medan,ATK,20,2554080,255408,2298672
2026-04-20,Medan,Makanan,24,3152928,315292,2837636
2026-04-20,Medan,Kesehatan,26,3463356,346335,3117021
2026-04-20,Makassar,Elektronik,30,4023690,402369,3621321
2026-04-20,Makassar,Fashion,27,3547044,354704,3192340
2026-04-20,Makassar,ATK,23,2937192,293719,2643473
2026-04-20,Makassar,Makanan,27,3547044,354704,3192340
2026-04-20,Makassar,Kesehatan,29,3862974,386297,3476677
2026-04-21,Jakarta,Elektronik,32,4321280,0,4321280
2026-04-21,Jakarta,Fashion,29,3836381,0,3836381
2026-04-21,Jakarta,ATK,25,3215525,0,3215525
2026-04-21,Jakarta,Makanan,29,3836381,0,3836381
2026-04-21,Jakarta,Kesehatan,31,4157813,0,4157813
2026-04-21,Bandung,Elektronik,32,4321280,0,4321280
2026-04-21,Bandung,Fashion,29,3836381,0,3836381
2026-04-21,Bandung,ATK,25,3215525,0,3215525
2026-04-21,Bandung,Makanan,29,3836381,0,3836381
2026-04-21,Bandung,Kesehatan,31,4157813,0,4157813
2026-04-21,Surabaya,Elektronik,33,4456320,0,4456320
2026-04-21,Surabaya,Fashion,30,3968670,0,3968670
2026-04-21,Surabaya,ATK,26,3344146,0,3344146
2026-04-21,Surabaya,Makanan,30,3968670,0,3968670
2026-04-21,Surabaya,Kesehatan,32,4291936,0,4291936
2026-04-21,Medan,Elektronik,30,4051200,0,4051200
2026-04-21,Medan,Fashion,27,3571803,0,3571803
2026-04-21,Medan,ATK,23,2958283,0,2958283
2026-04-21,Medan,Makanan,27,3571803,0,3571803
2026-04-21,Medan,Kesehatan,29,3889567,0,3889567
2026-04-21,Makassar,Elektronik,33,4456320,0,4456320
2026-04-21,Makassar,Fashion,30,3968670,0,3968670
2026-04-21,Makassar,ATK,26,3344146,0,3344146
2026-04-21,Makassar,Makanan,30,3968670,0,3968670
2026-04-21,Makassar,Kesehatan,32,4291936,0,4291936
2026-04-22,Jakarta,Elektronik,35,4758495,47584,4710911
2026-04-22,Jakarta,Fashion,32,4262592,42625,4219967
2026-04-22,Jakarta,ATK,28,3627064,36270,3590794
2026-04-22,Jakarta,Makanan,32,4262592,42625,4219967
2026-04-22,Jakarta,Kesehatan,34,4591360,45913,4545447
2026-04-22,Bandung,Elektronik,35,4758495,47584,4710911
2026-04-22,Bandung,Fashion,32,4262592,42625,4219967
2026-04-22,Bandung,ATK,28,3627064,36270,3590794
2026-04-22,Bandung,Makanan,32,4262592,42625,4219967
2026-04-22,Bandung,Kesehatan,34,4591360,45913,4545447
2026-04-22,Surabaya,Elektronik,36,4894452,48944,4845508
2026-04-22,Surabaya,Fashion,33,4395798,43957,4351841
2026-04-22,Surabaya,ATK,29,3756602,37566,3719036
2026-04-22,Surabaya,Makanan,33,4395798,43957,4351841
2026-04-22,Surabaya,Kesehatan,35,4726400,47264,4679136
2026-04-22,Medan,Elektronik,33,4486581,44865,4441716
2026-04-22,Medan,Fashion,30,3996180,39961,3956219
2026-04-22,Medan,ATK,26,3367988,33679,3334309
2026-04-22,Medan,Makanan,30,3996180,39961,3956219
2026-04-22,Medan,Kesehatan,32,4321280,43212,4278068
2026-04-22,Makassar,Elektronik,36,4894452,48944,4845508
2026-04-22,Makassar,Fashion,33,4395798,43957,4351841
2026-04-22,Makassar,ATK,29,3756602,37566,3719036
2026-04-22,Makassar,Makanan,33,4395798,43957,4351841
2026-04-22,Makassar,Kesehatan,35,4726400,47264,4679136
2026-04-23,Jakarta,Elektronik,38,5201212,104024,5097188
2026-04-23,Jakarta,Fashion,35,4694305,93886,4600419
2026-04-23,Jakarta,ATK,31,4044105,80882,3963223
2026-04-23,Jakarta,Makanan,35,4694305,93886,4600419
2026-04-23,Jakarta,Kesehatan,37,5030409,100608,4929801
2026-04-23,Bandung,Elektronik,38,5201212,104024,5097188
2026-04-23,Bandung,Fashion,35,4694305,93886,4600419
2026-04-23,Bandung,ATK,31,4044105,80882,3963223
2026-04-23,Bandung,Makanan,35,4694305,93886,4600419
2026-04-23,Bandung,Kesehatan,37,5030409,100608,4929801
2026-04-23,Surabaya,Elektronik,39,5338086,106761,5231325
2026-04-23,Surabaya,Fashion,36,4828428,96568,4731860
2026-04-23,Surabaya,ATK,32,4174560,83491,4091069
2026-04-23,Surabaya,Makanan,36,4828428,96568,4731860
2026-04-23,Surabaya,Kesehatan,38,5166366,103327,5063039
2026-04-23,Medan,Elektronik,36,4927464,98549,4828915
2026-04-23,Medan,Fashion,33,4426059,88521,4337538
2026-04-23,Medan,ATK,29,3783195,75663,3707532
2026-04-23,Medan,Makanan,33,4426059,88521,4337538
2026-04-23,Medan,Kesehatan,35,4758495,95169,4663326
2026-04-23,Makassar,Elektronik,39,5338086,106761,5231325
2026-04-23,Makassar,Fashion,36,4828428,96568,4731860
2026-04-23,Makassar,ATK,32,4174560,83491,4091069
2026-04-23,Makassar,Makanan,36,4828428,96568,4731860
2026-04-23,Makassar,Kesehatan,38,5166366,103327,5063039
2026-04-24,Jakarta,Elektronik,41,5649431,169482,5479949
2026-04-24,Jakarta,Fashion,38,5131520,153945,4977575
2026-04-24,Jakarta,ATK,34,4466648,133999,4332649
2026-04-24,Jakarta,Makanan,38,5131520,153945,4977575
2026-04-24,Jakarta,Kesehatan,40,5474960,164248,5310712
2026-04-24,Bandung,Elektronik,41,5649431,169482,5479949
2026-04-24,Bandung,Fashion,38,5131520,153945,4977575
2026-04-24,Bandung,ATK,34,4466648,133999,4332649
2026-04-24,Bandung,Makanan,38,5131520,153945,4977575
2026-04-24,Bandung,Kesehatan,40,5474960,164248,5310712
2026-04-24,Surabaya,Elektronik,42,5787222,173616,5613606
2026-04-24,Surabaya,Fashion,39,5266560,157996,5108564
2026-04-24,Surabaya,ATK,35,4598020,137940,4460080
2026-04-24,Surabaya,Makanan,39,5266560,157996,5108564
2026-04-24,Surabaya,Kesehatan,41,5611834,168355,5443479
2026-04-24,Medan,Elektronik,39,5373849,161215,5212634
2026-04-24,Medan,Fashion,36,4861440,145843,4715597
2026-04-24,Medan,ATK,32,4203904,126117,4077787
2026-04-24,Medan,Makanan,36,4861440,145843,4715597
2026-04-24,Medan,Kesehatan,38,5201212,156036,5045176
2026-04-24,Makassar,Elektronik,42,5787222,173616,5613606
2026-04-24,Makassar,Fashion,39,5266560,157996,5108564
2026-04-24,Makassar,ATK,35,4598020,137940,4460080
2026-04-24,Makassar,Makanan,39,5266560,157996,5108564
2026-04-24,Makassar,Kesehatan,41,5611834,168355,5443479
2026-04-25,Jakarta,Elektronik,44,6103152,244126,5859026
2026-04-25,Jakarta,Fashion,41,5574237,222969,5351268
2026-04-25,Jakarta,ATK,37,4894693,195787,4698906
2026-04-25,Jakarta,Makanan,41,5574237,222969,5351268
2026-04-25,Jakarta,Kesehatan,43,5925013,237000,5688013
2026-04-25,Bandung,Elektronik,44,6103152,244126,5859026
2026-04-25,Bandung,Fashion,41,5574237,222969,5351268
2026-04-25,Bandung,ATK,37,4894693,195787,4698906
2026-04-25,Bandung,Makanan,41,5574237,222969,5351268
2026-04-25,Bandung,Kesehatan,43,5925013,237000,5688013
2026-04-25,Surabaya,Elektronik,45,6241860,249674,5992186
2026-04-25,Surabaya,Fashion,42,5710194,228407,5481787
2026-04-25,Surabaya,ATK,38,5026982,201079,4825903
2026-04-25,Surabaya,Makanan,42,5710194,228407,5481787
2026-04-25,Surabaya,Kesehatan,44,6062804,242512,5820292
2026-04-25,Medan,Elektronik,42,5825736,233029,5592707
2026-04-25,Medan,Fashion,39,5302323,212092,5090231
2026-04-25,Medan,ATK,35,4630115,185204,4444911
2026-04-25,Medan,Makanan,39,5302323,212092,5090231
2026-04-25,Medan,Kesehatan,41,5649431,225977,5423454
2026-04-25,Makassar,Elektronik,45,6241860,249674,5992186
2026-04-25,Makassar,Fashion,42,5710194,228407,5481787
2026-04-25,Makassar,ATK,38,5026982,201079,4825903
2026-04-25,Makassar,Makanan,42,5710194,228407,5481787
2026-04-25,Makassar,Kesehatan,44,6062804,242512,5820292
2026-04-26,Jakarta,Elektronik,47,6562375,328118,6234257
2026-04-26,Jakarta,Fashion,44,6022456,301122,5721334
2026-04-26,Jakarta,ATK,40,5328240,266412,5061828
2026-04-26,Jakarta,Makanan,44,6022456,301122,5721334
2026-04-26,Jakarta,Kesehatan,46,6380568,319028,6061540
2026-04-26,Bandung,Elektronik,47,6562375,328118,6234257
2026-04-26,Bandung,Fashion,44,6022456,301122,5721334
2026-04-26,Bandung,ATK,40,5328240,266412,5061828
2026-04-26,Bandung,Makanan,44,6022456,301122,5721334
2026-04-26,Bandung,Kesehatan,46,6380568,319028,6061540
2026-04-26,Surabaya,Elektronik,48,6702000,335100,6366900
2026-04-26,Surabaya,Fashion,45,6159330,307966,5851364
2026-04-26,Surabaya,ATK,41,5461446,273072,5188374
2026-04-26,Surabaya,Makanan,45,6159330,307966,5851364
2026-04-26,Surabaya,Kesehatan,47,6519276,325963,6193313
2026-04-26,Medan,Elektronik,45,6283125,314156,5968969
2026-04-26,Medan,Fashion,42,5748708,287435,5461273
2026-04-26,Medan,ATK,38,5061828,253091,4808737
2026-04-26,Medan,Makanan,42,5748708,287435,5461273
2026-04-26,Medan,Kesehatan,44,6103152,305157,5797995
2026-04-26,Makassar,Elektronik,48,6702000,335100,6366900
2026-04-26,Makassar,Fashion,45,6159330,307966,5851364
2026-04-26,Makassar,ATK,41,5461446,273072,5188374
2026-04-26,Makassar,Makanan,45,6159330,307966,5851364
2026-04-26,Makassar,Kesehatan,47,6519276,325963,6193313
2026-04-27,Jakarta,Elektronik,50,7027100,421626,6605474
2026-04-27,Jakarta,Fashion,47,6476177,388570,6087607
2026-04-27,Jakarta,ATK,43,5767289,346037,5421252
2026-04-27,Jakarta,Makanan,47,6476177,388570,6087607
2026-04-27,Jakarta,Kesehatan,49,6841625,410497,6431128
2026-04-27,Bandung,Elektronik,50,7027100,421626,6605474
2026-04-27,Bandung,Fashion,47,6476177,388570,6087607
2026-04-27,Bandung,ATK,43,5767289,346037,5421252
2026-04-27,Bandung,Makanan,47,6476177,388570,6087607
2026-04-27,Bandung,Kesehatan,49,6841625,410497,6431128
2026-04-27,Surabaya,Elektronik,51,7167642,430058,6737584
2026-04-27,Surabaya,Fashion,48,6613968,396838,6217130
2026-04-27,Surabaya,ATK,44,5901412,354084,5547328
2026-04-27,Surabaya,Makanan,48,6613968,396838,6217130
2026-04-27,Surabaya,Kesehatan,50,6981250,418875,6562375
2026-04-27,Medan,Elektronik,48,6746016,404760,6341256
2026-04-27,Medan,Fashion,45,6200595,372035,5828560
2026-04-27,Medan,ATK,41,5499043,329942,5169101
2026-04-27,Medan,Makanan,45,6200595,372035,5828560
2026-04-27,Medan,Kesehatan,47,6562375,393742,6168633
2026-04-27,Makassar,Elektronik,51,7167642,430058,6737584
2026-04-27,Makassar,Fashion,48,6613968,396838,6217130
2026-04-27,Makassar,ATK,44,5901412,354084,5547328
2026-04-27,Makassar,Makanan,48,6613968,396838,6217130
2026-04-27,Makassar,Kesehatan,50,6981250,418875,6562375
2026-04-28,Jakarta,Elektronik,53,7497327,524812,6972515
2026-04-28,Jakarta,Fashion,50,6935400,485478,6449922
2026-04-28,Jakarta,ATK,46,6211840,434828,5777012
2026-04-28,Jakarta,Makanan,50,6935400,485478,6449922
2026-04-28,Jakarta,Kesehatan,52,7308184,511572,6796612
2026-04-28,Bandung,Elektronik,53,7497327,524812,6972515
2026-04-28,Bandung,Fashion,50,6935400,485478,6449922
2026-04-28,Bandung,ATK,46,6211840,434828,5777012
2026-04-28,Bandung,Makanan,50,6935400,485478,6449922
2026-04-28,Bandung,Kesehatan,52,7308184,511572,6796612
2026-04-28,Surabaya,Elektronik,54,7638786,534715,7104071
2026-04-28,Surabaya,Fashion,51,7074108,495187,6578921
2026-04-28,Surabaya,ATK,47,6346880,444281,5902599
2026-04-28,Surabaya,Makanan,51,7074108,495187,6578921
2026-04-28,Surabaya,Kesehatan,53,7448726,521410,6927316
2026-04-28,Medan,Elektronik,51,7214409,505008,6709401
2026-04-28,Medan,Fashion,48,6657984,466058,6191926
2026-04-28,Medan,ATK,44,5941760,415923,5525837
2026-04-28,Medan,Makanan,48,6657984,466058,6191926
2026-04-28,Medan,Kesehatan,50,7027100,491897,6535203
2026-04-28,Makassar,Elektronik,54,7638786,534715,7104071
2026-04-28,Makassar,Fashion,51,7074108,495187,6578921
2026-04-28,Makassar,ATK,47,6346880,444281,5902599
2026-04-28,Makassar,Makanan,51,7074108,495187,6578921
2026-04-28,Makassar,Kesehatan,53,7448726,521410,6927316
2026-04-29,Jakarta,Elektronik,56,7973056,637844,7335212
2026-04-29,Jakarta,Fashion,53,7400125,592010,6808115
2026-04-29,Jakarta,ATK,49,6661893,532951,6128942
2026-04-29,Jakarta,Makanan,53,7400125,592010,6808115
2026-04-29,Jakarta,Kesehatan,55,7780245,622419,7157826
2026-04-29,Bandung,Elektronik,56,7973056,637844,7335212
2026-04-29,Bandung,Fashion,53,7400125,592010,6808115
2026-04-29,Bandung,ATK,49,6661893,532951,6128942
2026-04-29,Bandung,Makanan,53,7400125,592010,6808115
2026-04-29,Bandung,Kesehatan,55,7780245,622419,7157826
2026-04-29,Surabaya,Elektronik,57,8115432,649234,7466198
2026-04-29,Surabaya,Fashion,54,7539750,603180,6936570
2026-04-29,Surabaya,ATK,50,6797850,543828,6254022
2026-04-29,Surabaya,Makanan,54,7539750,603180,6936570
2026-04-29,Surabaya,Kesehatan,56,7921704,633736,7287968
2026-04-29,Medan,Elektronik,54,7688304,615064,7073240
2026-04-29,Medan,Fashion,51,7120875,569670,6551205
2026-04-29,Medan,ATK,47,6389979,511198,5878781
2026-04-29,Medan,Makanan,51,7120875,569670,6551205
2026-04-29,Medan,Kesehatan,53,7497327,599786,6897541
2026-04-29,Makassar,Elektronik,57,8115432,649234,7466198
2026-04-29,Makassar,Fashion,54,7539750,603180,6936570
2026-04-29,Makassar,ATK,50,6797850,543828,6254022
2026-04-29,Makassar,Makanan,54,7539750,603180,6936570
2026-04-29,Makassar,Kesehatan,56,7921704,633736,7287968
2026-04-30,Jakarta,Elektronik,59,8454287,760885,7693402
2026-04-30,Jakarta,Fashion,56,7870352,708331,7162021
2026-04-30,Jakarta,ATK,52,7117448,640570,6476878
2026-04-30,Jakarta,Makanan,56,7870352,708331,7162021
2026-04-30,Jakarta,Kesehatan,58,8257808,743202,7514606
2026-04-30,Bandung,Elektronik,59,8454287,760885,7693402
2026-04-30,Bandung,Fashion,56,7870352,708331,7162021
2026-04-30,Bandung,ATK,52,7117448,640570,6476878
2026-04-30,Bandung,Makanan,56,7870352,708331,7162021
2026-04-30,Bandung,Kesehatan,58,8257808,743202,7514606
2026-04-30,Surabaya,Elektronik,60,8597580,773782,7823798
2026-04-30,Surabaya,Fashion,57,8010894,720980,7289914
2026-04-30,Surabaya,ATK,53,7254322,652888,6601434
2026-04-30,Surabaya,Makanan,57,8010894,720980,7289914
2026-04-30,Surabaya,Kesehatan,59,8400184,756016,7644168
2026-04-30,Medan,Elektronik,57,8167701,735093,7432608
2026-04-30,Medan,Fashion,54,7589268,683034,6906234
2026-04-30,Medan,ATK,50,6843700,615933,6227767
2026-04-30,Medan,Makanan,54,7589268,683034,6906234
2026-04-30,Medan,Kesehatan,56,7973056,717575,7255481
2026-04-30,Makassar,Elektronik,60,8597580,773782,7823798
2026-04-30,Makassar,Fashion,57,8010894,720980,7289914
2026-04-30,Makassar,ATK,53,7254322,652888,6601434
2026-04-30,Makassar,Makanan,57,8010894,720980,7289914
2026-04-30,Makassar,Kesehatan,59,8400184,756016,7644168
2026-05-01,Jakarta,Elektronik,62,8941020,894102,8046918
2026-05-01,Jakarta,Fashion,59,8346081,834608,7511473
2026-05-01,Jakarta,ATK,55,7578505,757850,6820655
2026-05-01,Jakarta,Makanan,59,8346081,834608,7511473
2026-05-01,Jakarta,Kesehatan,61,8740873,874087,7866786
2026-05-01,Bandung,Elektronik,62,8941020,894102,8046918
2026-05-01,Bandung,Fashion,59,8346081,834608,7511473
2026-05-01,Bandung,ATK,55,7578505,757850,6820655
2026-05-01,Bandung,Makanan,59,8346081,834608,7511473
2026-05-01,Bandung,Kesehatan,61,8740873,874087,7866786
2026-05-01,Surabaya,Elektronik,63,9085230,908523,8176707
2026-05-01,Surabaya,Fashion,60,8487540,848754,7638786
2026-05-01,Surabaya,ATK,56,7716296,771629,6944667
2026-05-01,Surabaya,Makanan,60,8487540,848754,7638786
2026-05-01,Surabaya,Kesehatan,62,8884166,888416,7995750
2026-05-01,Medan,Elektronik,60,8652600,865260,7787340
2026-05-01,Medan,Fashion,57,8063163,806316,7256847
2026-05-01,Medan,ATK,53,7302923,730292,6572631
2026-05-01,Medan,Makanan,57,8063163,806316,7256847
2026-05-01,Medan,Kesehatan,59,8454287,845428,7608859
2026-05-01,Makassar,Elektronik,63,9085230,908523,8176707
2026-05-01,Makassar,Fashion,60,8487540,848754,7638786
2026-05-01,Makassar,ATK,56,7716296,771629,6944667
2026-05-01,Makassar,Makanan,60,8487540,848754,7638786
2026-05-01,Makassar,Kesehatan,62,8884166,888416,7995750
2026-05-02,Jakarta,Elektronik,65,9433255,0,9433255
2026-05-02,Jakarta,Fashion,62,8827312,0,8827312
2026-05-02,Jakarta,ATK,58,8045064,0,8045064
2026-05-02,Jakarta,Makanan,62,8827312,0,8827312
2026-05-02,Jakarta,Kesehatan,64,9229440,0,9229440
2026-05-02,Bandung,Elektronik,65,9433255,0,9433255
2026-05-02,Bandung,Fashion,62,8827312,0,8827312
2026-05-02,Bandung,ATK,58,8045064,0,8045064
2026-05-02,Bandung,Makanan,62,8827312,0,8827312
2026-05-02,Bandung,Kesehatan,64,9229440,0,9229440
2026-05-02,Surabaya,Elektronik,66,9578382,0,9578382
2026-05-02,Surabaya,Fashion,63,8969688,0,8969688
2026-05-02,Surabaya,ATK,59,8183772,0,8183772
2026-05-02,Surabaya,Makanan,63,8969688,0,8969688
2026-05-02,Surabaya,Kesehatan,65,9373650,0,9373650
2026-05-02,Medan,Elektronik,63,9143001,0,9143001
2026-05-02,Medan,Fashion,60,8542560,0,8542560
2026-05-02,Medan,ATK,56,7767648,0,7767648
2026-05-02,Medan,Makanan,60,8542560,0,8542560
2026-05-02,Medan,Kesehatan,62,8941020,0,8941020
2026-05-02,Makassar,Elektronik,66,9578382,0,9578382
2026-05-02,Makassar,Fashion,63,8969688,0,8969688
2026-05-02,Makassar,ATK,59,8183772,0,8183772
2026-05-02,Makassar,Makanan,63,8969688,0,8969688
